user_id,periodo,anio,mes,nombre_mes,perfil_financiero,diagnostico_principal,edad,sexo,ocupacion,situacion_vida,ciudad,ingreso_base_estimado,ingreso_variable_estimado,ingreso_total_estimado,meta_ahorro,frecuencia_ahorro,ratio_deuda_inicial,saldo_deuda_inicial,ingreso_base_real,ingreso_variable_real,ingresos,gastos,gastos_recurrentes,gastos_variables,pagos_deuda,ahorro,inversiones,financiamiento,numero_transacciones,numero_gastos,ticket_promedio_gasto,gasto_alimentacion,gasto_transporte,gasto_salud,gasto_vivienda,gasto_educacion,gasto_entretenimiento,gasto_servicios,gasto_compras,gasto_otros,categoria_principal,gasto_categoria_principal,concentracion_gasto,balance_operativo,saldo_caja,tasa_gasto,tasa_ahorro,tasa_pago_deuda,tasa_financiamiento,tasa_inversion,tasa_gasto_variable,porcentaje_gasto_recurrente,cumplimiento_meta_ahorro,desviacion_ingreso_estimado,saldo_deuda_estimado,ratio_saldo_deuda_ingreso,variacion_ingreso_3m,promedio_balance_3m,meses_con_financiamiento_3m
USR_00002,2025-03,2025,3,Marzo,En observación,Ahorro insuficiente,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4183.73,246.12,4429.85,3279.04,1023.27,2255.77,329.62,0.0,0.0,0.0,19,16,204.94,243.83,202.63,0.0,169.53,662.94,783.65,346.83,387.41,482.22,entretenimiento,783.65,0.239,821.19,821.19,0.7402,0.0,0.0744,0.0,0.0,0.5092,0.3121,0.0,-0.0692,1095.05,0.2472,0.0288,630.99,0
USR_00002,2025-04,2025,4,Abril,Saludable,Equilibrado,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4314.19,226.8,4540.99,2872.35,1198.34,1674.01,310.82,560.65,0.0,0.0,21,17,168.96,0.0,59.72,99.91,540.37,980.69,504.61,323.63,0.0,363.42,educacion,980.69,0.3414,797.17,797.17,0.6325,0.1235,0.0684,0.0,0.0,0.3686,0.4172,1.0,-0.0459,784.23,0.1727,0.0139,777.01,0
USR_00002,2025-05,2025,5,Mayo,En observación,Ahorro insuficiente,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4223.35,283.03,4506.38,2971.73,951.13,2020.6,357.76,0.0,0.0,0.0,19,16,185.73,1030.93,87.75,0.0,321.22,915.32,33.59,235.59,63.45,283.88,alimentacion,1030.93,0.3469,1176.89,1176.89,0.6594,0.0,0.0794,0.0,0.0,0.4484,0.3201,0.0,-0.0532,426.47,0.0946,0.0127,931.75,0
USR_00002,2025-06,2025,6,Junio,En observación,Ahorro insuficiente,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4938.61,155.83,5094.44,3947.42,1391.48,2555.94,426.46,0.0,351.17,0.0,21,17,232.2,1233.56,595.16,0.0,239.12,819.84,189.53,347.9,390.82,131.49,alimentacion,1233.56,0.3125,369.39,369.39,0.7748,0.0,0.0837,0.0,0.0689,0.5017,0.3525,0.0,0.0704,0.01,0.0,0.07,781.15,0
USR_00002,2025-07,2025,7,Julio,Saludable,Equilibrado,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4550.07,221.73,4771.8,3755.19,1089.16,2666.03,0.0,467.06,0.0,0.0,19,16,234.7,586.05,616.22,0.0,656.06,574.26,443.17,276.74,602.69,0.0,vivienda,656.06,0.1747,549.55,549.55,0.787,0.0979,0.0,0.0,0.0,0.5587,0.29,0.9817,0.0026,0.01,0.0,0.0615,698.61,0
USR_00002,2025-08,2025,8,Agosto,En observación,Ahorro insuficiente,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4588.83,0.0,4588.83,2960.4,1192.7,1767.7,0.0,0.0,306.51,0.0,18,16,185.02,883.3,81.61,100.3,305.87,930.86,33.92,252.71,0.0,371.83,educacion,930.86,0.3144,1321.92,1321.92,0.6451,0.0,0.0,0.0,0.0668,0.3852,0.4029,0.0,-0.0358,0.01,0.0,0.0531,746.95,0
USR_00002,2025-09,2025,9,Septiembre,En observación,Ahorro insuficiente,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4610.35,196.5,4806.85,3293.12,624.7,2668.42,0.0,0.0,0.0,0.0,17,15,219.54,1831.12,0.0,0.0,342.22,0.0,0.0,341.18,119.41,659.19,alimentacion,1831.12,0.556,1513.73,1513.73,0.6851,0.0,0.0,0.0,0.0,0.5551,0.1897,0.0,0.01,0.01,0.0,0.0248,1128.4,0
USR_00002,2025-10,2025,10,Octubre,En observación,Ahorro insuficiente,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4646.72,137.43,4784.15,3162.5,979.48,2183.02,0.0,0.0,0.0,0.0,17,15,210.83,0.0,854.07,0.0,243.62,1482.61,25.26,293.93,233.03,29.98,educacion,1482.61,0.4688,1621.65,1621.65,0.661,0.0,0.0,0.0,0.0,0.4563,0.3097,0.0,0.0052,0.01,0.0,0.0254,1485.77,0
USR_00002,2025-11,2025,11,Noviembre,En observación,Gasto elevado,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4239.07,129.44,4368.51,3323.55,456.69,2866.86,0.0,0.0,0.0,0.0,17,15,221.57,1153.2,1049.18,299.87,183.34,251.49,148.4,238.07,0.0,0.0,alimentacion,1153.2,0.347,1044.96,1044.96,0.7608,0.0,0.0,0.0,0.0,0.6563,0.1374,0.0,-0.0821,0.01,0.0,0.053,1393.45,0
USR_00002,2025-12,2025,12,Diciembre,Saludable,Gasto elevado,19,F,Estudiante,Vive con familia,Oaxaca,4530.47,228.95,4759.42,9.97,Baja,0.4357,2073.68,4477.44,304.04,4781.48,3781.55,472.45,3309.1,0.0,566.17,145.36,0.0,19,15,252.1,1887.97,815.89,0.0,180.25,0.0,500.28,292.2,104.96,0.0,alimentacion,1887.97,0.4993,288.4,288.4,0.7909,0.1184,0.0,0.0,0.0304,0.6921,0.1249,1.0,0.0046,0.01,0.0,0.0515,985.0,0
USR_00003,2025-01,2025,1,Enero,En observación,Endeudamiento,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,51321.93,949.92,52271.85,41288.67,6995.93,34292.74,4444.23,5361.92,0.0,0.0,32,28,1474.6,5582.39,2369.76,6145.62,3256.23,400.05,5672.09,8898.72,6528.97,2434.84,servicios,8898.72,0.2155,1177.03,1177.03,0.7899,0.1026,0.085,0.0,0.0,0.656,0.1694,0.8584,0.006,25510.78,0.488,0.0,1177.03,0
USR_00003,2025-02,2025,2,Febrero,Saludable,Endeudamiento,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,50590.42,951.59,51542.01,36888.13,6490.36,30397.77,3719.86,6748.26,0.0,0.0,31,27,1366.23,13950.41,3004.03,0.0,4419.17,2874.21,2999.75,5226.37,4414.19,0.0,alimentacion,13950.41,0.3782,4185.76,4185.76,0.7157,0.1309,0.0722,0.0,0.0,0.5898,0.1759,1.0,-0.008,21790.92,0.4228,0.0099,2681.39,0
USR_00003,2025-03,2025,3,Marzo,Saludable,Endeudamiento,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,48981.89,1126.74,50108.63,33023.9,5040.43,27983.47,3323.85,5826.82,3133.09,0.0,30,25,1320.96,5950.86,0.0,6106.98,4216.79,2813.61,0.0,5438.24,2230.88,6266.54,otros,6266.54,0.1898,4800.97,4800.97,0.659,0.1163,0.0663,0.0,0.0625,0.5585,0.1526,0.9731,-0.0356,18467.07,0.3685,0.0214,3387.92,0
USR_00003,2025-04,2025,4,Abril,Saludable,Equilibrado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,46761.14,1376.48,48137.62,32961.75,4648.99,28312.76,4273.58,5222.47,0.0,0.0,30,26,1267.76,3699.43,3329.91,5063.09,2057.93,368.11,3414.5,2362.02,3513.77,9152.99,otros,9152.99,0.2777,5679.82,5679.82,0.6847,0.1085,0.0888,0.0,0.0,0.5882,0.141,0.9079,-0.0736,14193.49,0.2949,0.0342,4888.85,0
USR_00003,2025-05,2025,5,Mayo,Saludable,Equilibrado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,48831.07,2499.67,51330.74,32895.93,6414.84,26481.09,4594.4,7282.95,0.0,0.0,27,23,1430.26,6735.66,4504.29,899.7,9034.61,2590.35,0.0,5211.51,597.17,3322.64,vivienda,9034.61,0.2746,6557.46,6557.46,0.6409,0.1419,0.0895,0.0,0.0,0.5159,0.195,1.0,-0.0121,9599.09,0.187,0.0323,5679.42,0
USR_00003,2025-06,2025,6,Junio,Saludable,Equilibrado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,53484.27,1620.41,55104.68,37748.55,7754.85,29993.7,4616.17,7609.61,0.0,0.0,30,26,1451.87,13604.64,2652.53,6612.98,3258.43,646.11,2774.27,3323.75,0.0,4875.84,alimentacion,13604.64,0.3604,5130.35,5130.35,0.685,0.1381,0.0838,0.0,0.0,0.5443,0.2054,1.0,0.0605,4982.92,0.0904,0.0677,5789.21,0
USR_00003,2025-07,2025,7,Julio,Saludable,Gasto elevado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,48934.45,0.0,48934.45,38881.32,7498.79,31382.53,3110.3,5693.13,0.0,0.0,31,28,1388.62,14350.12,7585.3,760.39,3174.16,0.0,1949.38,3203.73,998.9,6859.34,alimentacion,14350.12,0.3691,1249.7,1249.7,0.7946,0.1163,0.0636,0.0,0.0,0.6413,0.1929,0.9736,-0.0582,1872.62,0.0383,0.0601,4312.5,0
USR_00003,2025-08,2025,8,Agosto,Saludable,Equilibrado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,50382.84,2824.04,53206.88,39011.86,7484.76,31527.1,1872.61,6006.34,1591.2,0.0,33,28,1393.28,12037.25,5550.9,4324.68,3184.16,1021.68,7284.55,2835.99,2120.9,651.75,alimentacion,12037.25,0.3086,4724.87,4724.87,0.7332,0.1129,0.0352,0.0,0.0299,0.5925,0.1919,0.9447,0.024,0.01,0.0,0.0603,3701.64,0
USR_00003,2025-09,2025,9,Septiembre,Saludable,Equilibrado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,46855.57,2151.95,49007.52,34598.17,6391.45,28206.72,0.0,7276.61,0.0,0.0,29,26,1330.7,10535.07,1439.99,0.0,4645.33,1485.51,5621.59,6482.9,1875.79,2511.99,alimentacion,10535.07,0.3045,7132.74,7132.74,0.706,0.1485,0.0,0.0,0.0,0.5756,0.1847,1.0,-0.0568,0.01,0.0,0.0485,4369.1,0
USR_00003,2025-10,2025,10,Octubre,Saludable,Equilibrado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,54814.34,1375.14,56189.48,39706.14,7052.24,32653.9,0.0,7907.13,3042.7,0.0,31,27,1470.6,11370.67,5220.68,4182.32,3865.37,0.0,1759.05,3334.38,4274.15,5699.52,alimentacion,11370.67,0.2864,5533.51,5533.51,0.7066,0.1407,0.0,0.0,0.0542,0.5811,0.1776,1.0,0.0814,0.01,0.0,0.0683,5797.04,0
USR_00003,2025-11,2025,11,Noviembre,Saludable,Gasto elevado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,51795.82,1817.08,53612.9,40781.4,6349.6,34431.8,0.0,7405.71,0.0,0.0,31,28,1456.48,9729.45,6401.39,4936.87,3128.11,3692.45,5331.24,2908.62,2741.91,1911.36,alimentacion,9729.45,0.2386,5425.79,5425.79,0.7607,0.1381,0.0,0.0,0.0,0.6422,0.1557,1.0,0.0318,0.01,0.0,0.0687,6030.68,0
USR_00003,2025-12,2025,12,Diciembre,Saludable,Equilibrado,20,M,Programador,Vive con familia,Guadalajara,50352.29,1607.84,51960.13,11.95,Alta,0.5765,29955.01,52195.05,1857.49,54052.54,39070.18,6909.91,32160.27,0.0,6667.77,0.0,0.0,29,26,1502.7,4747.06,12924.07,2067.47,3494.61,1886.09,2962.57,3415.3,7573.01,0.0,transporte,12924.07,0.3308,8314.59,8314.59,0.7228,0.1234,0.0,0.0,0.0,0.595,0.1769,1.0,0.0403,0.01,0.0,0.0252,6424.63,0
USR_00004,2025-01,2025,1,Enero,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,51864.11,0.0,51864.11,41313.82,5492.04,35821.78,2702.3,0.0,0.0,0.0,30,28,1475.49,9180.07,5369.39,1703.42,2678.22,2861.47,4371.96,4459.02,7721.26,2969.01,alimentacion,9180.07,0.2222,7847.99,7847.99,0.7966,0.0,0.0521,0.0,0.0,0.6907,0.1329,0.0,-0.1291,4366.68,0.0842,0.0,7847.99,0
USR_00004,2025-02,2025,2,Febrero,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,52809.53,0.0,52809.53,47889.49,6686.43,41203.06,2758.8,1772.21,0.0,0.0,35,32,1496.55,7868.04,16006.92,5936.13,2211.72,2171.03,2038.51,3858.22,7798.92,0.0,transporte,16006.92,0.3342,389.03,389.03,0.9068,0.0336,0.0522,0.0,0.0,0.7802,0.1396,0.1444,-0.1132,1607.88,0.0304,0.0128,4118.51,0
USR_00004,2025-03,2025,3,Marzo,En riesgo,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,51311.09,10346.47,61657.56,54038.84,6574.76,47464.08,1607.88,0.0,0.0,0.0,35,32,1688.71,9958.81,8926.29,0.0,5717.11,5025.65,7939.38,3135.59,9822.88,3513.13,alimentacion,9958.81,0.1843,6010.84,6010.84,0.8764,0.0,0.0261,0.0,0.0,0.7698,0.1217,0.0,0.0353,0.0,0.0,0.0974,4749.29,0
USR_00004,2025-04,2025,4,Abril,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,52094.93,5247.11,57342.04,46036.43,9190.39,36846.04,0.0,8210.8,0.0,0.0,33,30,1534.55,9388.16,2368.63,5386.22,3675.3,0.0,10865.38,4249.07,3233.32,6870.35,entretenimiento,10865.38,0.236,3094.81,3094.81,0.8028,0.1432,0.0,0.0,0.0,0.6426,0.1996,0.6161,-0.0371,0.0,0.0,0.0773,3164.89,0
USR_00004,2025-05,2025,5,Mayo,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,56163.9,5329.12,61493.02,48092.23,7922.5,40169.73,0.0,10988.65,0.0,0.0,35,32,1502.88,14364.15,4027.3,611.47,2549.27,3444.74,3612.14,4972.79,9158.95,5351.42,alimentacion,14364.15,0.2987,2412.14,2412.14,0.7821,0.1787,0.0,0.0,0.0,0.6532,0.1647,0.7689,0.0326,0.0,0.0,0.0406,3839.26,0
USR_00004,2025-06,2025,6,Junio,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,51900.37,10661.81,62562.18,44499.2,6125.02,38374.18,0.0,0.0,0.0,0.0,30,28,1589.26,15715.83,3642.17,3086.84,5900.77,2963.95,3956.81,1871.79,6172.39,1188.65,alimentacion,15715.83,0.3532,18062.98,18062.98,0.7113,0.0,0.0,0.0,0.0,0.6134,0.1376,0.0,0.0505,0.0,0.0,0.0456,7856.64,0
USR_00004,2025-07,2025,7,Julio,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,53466.66,4584.54,58051.2,41455.27,5296.83,36158.44,0.0,0.0,0.0,0.0,30,28,1480.55,11341.94,4505.69,1627.73,5647.48,1430.16,6178.71,4242.07,4256.87,2224.62,alimentacion,11341.94,0.2736,16595.93,16595.93,0.7141,0.0,0.0,0.0,0.0,0.6229,0.1278,0.0,-0.0252,0.0,0.0,0.0388,12357.02,0
USR_00004,2025-08,2025,8,Agosto,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,53751.95,0.0,53751.95,41310.26,6887.07,34423.19,0.0,0.0,0.0,0.0,30,29,1424.49,13716.57,2079.02,912.07,7050.16,2203.44,5255.69,3125.48,2618.6,4349.23,alimentacion,13716.57,0.332,12441.69,12441.69,0.7685,0.0,0.0,0.0,0.0,0.6404,0.1667,0.0,-0.0974,0.0,0.0,0.0758,15700.2,0
USR_00004,2025-09,2025,9,Septiembre,En riesgo,Déficit y financiamiento,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,54672.84,2739.19,57412.03,59227.08,7021.82,52205.26,0.0,0.0,0.0,1815.05,35,32,1850.85,7561.45,5804.87,1142.13,6087.41,6186.27,13437.33,3307.01,8933.64,6766.97,entretenimiento,13437.33,0.2269,-1815.05,-0.0,1.0316,0.0,0.0,0.0316,0.0,0.9093,0.1186,0.0,-0.036,1815.05,0.0316,0.0411,9074.19,1
USR_00004,2025-10,2025,10,Octubre,En observación,Gasto elevado,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,55194.2,0.0,55194.2,45415.83,6106.84,39308.99,1815.05,0.0,0.0,0.0,31,29,1566.06,15323.77,6344.98,1893.32,3018.01,0.0,0.0,3088.83,14235.75,1511.17,alimentacion,15323.77,0.3374,7963.32,7963.32,0.8228,0.0,0.0329,0.0,0.0,0.7122,0.1345,0.0,-0.0732,0.0,0.0,0.0332,6196.65,1
USR_00004,2025-11,2025,11,Noviembre,En riesgo,Déficit y financiamiento,50,M,Médico,Vive con familia,Monterrey,53137.25,6416.07,59553.32,23.24,Baja,0.1187,7068.98,55568.01,4129.22,59697.23,63330.11,7097.1,56233.01,0.0,0.0,0.0,3632.87,35,32,1979.07,14862.83,7950.57,0.0,2572.75,7153.98,9116.25,6039.3,10680.4,4954.03,alimentacion,14862.83,0.2347,-3632.88,-0.01,1.0609,0.0,0.0,0.0609,0.0,0.942,0.1121,0.0,0.0024,3632.87,0.0609,0.0392,838.46,2
